Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2020,Queens,NY,Passenger,1,0,1,51,52,1.92
April 30 2023,Lincoln,OR,Passenger,0,1,1,21,22,4.55
September 30 2018,Island,WA,Passenger,227,208,435,62806,63241,0.69
March 31 2020,District of Columbia,DC,Passenger,1,0,1,197,198,0.51
April 30 2022,Thurston,WA,Truck,3,0,3,55458,55461,0.01
September 30 2021,Lane,OR,Passenger,0,2,2,136,138,1.45
November 30 2021,Providence,RI,Passenger,1,0,1,22,23,4.35
November 30 2024,Suffolk,MA,Passenger,2,0,2,17,19,10.53
April 30 2019,Lewis,WA,Passenger,95,93,188,58806,58994,0.32
October 31 2021,District of Columbia,DC,Passenger,4,0,4,184,188,2.13
October 31 2024,Franklin,WA,Truck,21,0,21,20471,20492,0.10
January 31 2021,Clallam,WA,Truck,1,0,1,21858,21859,0.00
September 30 2023,Pinal,AZ,Passenger,2,1,3,94,97,3.09
December 31 2019,Walla Walla,WA,Truck,0,0,0,13660,13660,0.00
January 31 2024,Garfield,WA,Truck,0,0,0,977,977,0.00
January 31 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
April 30 2022,Pend Oreille,WA,Passenger,16,10,26,9010,9036,0.29
February 28 2023,Clark,WA,Truck,70,0,70,81498,81568,0.09
January 31 2019,Howard,MD,Passenger,0,1,1,90,91,1.10
May 31 2017,DeKalb,GA,Passenger,1,0,1,84,85,1.18
April 30 2020,Anne Arundel,MD,Passenger,0,1,1,410,411,0.24
September 30 2022,Montgomery,MD,Passenger,4,2,6,205,211,2.84
September 30 2022,Middlesex,MA,Passenger,2,0,2,96,98,2.04
November 30 2019,Montgomery,TX,Passenger,1,0,1,61,62,1.61
December 31 2019,Denver,CO,Passenger,1,0,1,130,131,0.76
January 31 2022,Cook,IL,Passenger,2,0,2,216,218,0.92
November 30 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
September 30 2019,Walla Walla,WA,Truck,0,0,0,13683,13683,0.00
October 31 2021,Newport,RI,Passenger,0,1,1,75,76,1.32
June 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2022,Okaloosa,FL,Passenger,0,2,2,105,107,1.87
September 30 2020,Orange,FL,Passenger,1,0,1,123,124,0.81
September 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
September 30 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
November 30 2018,Cowlitz,WA,Passenger,68,91,159,72364,72523,0.22
November 30 2021,Allegheny,PA,Passenger,2,1,3,73,76,3.95
February 28 2023,Sacramento,CA,Passenger,3,1,4,219,223,1.79
December 31 2023,Richland,SC,Passenger,0,1,1,104,105,0.95
January 31 2024,Pima,AZ,Passenger,1,0,1,188,189,0.53
August 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
February 28 2018,Charles,MD,Passenger,0,1,1,81,82,1.22
May 31 2022,Yavapai,AZ,Passenger,0,1,1,35,36,2.78
March 31 2023,Suffolk,MA,Passenger,3,0,3,25,28,10.71
July 31 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
September 30 2021,Collier,FL,Passenger,1,0,1,17,18,5.56
February 28 2018,Cumberland,NC,Passenger,1,0,1,570,571,0.18
June 30 2023,Clackamas,OR,Passenger,0,1,1,127,128,0.78
March 31 2021,Montgomery,MD,Passenger,1,0,1,243,244,0.41
December 31 2023,Montgomery,MD,Passenger,7,1,8,184,192,4.17
March 31 2023,Marin,CA,Passenger,2,1,3,37,40,7.50
October 31 2018,Clark,WA,Passenger,1148,811,1959,310338,312297,0.63
July 31 2023,Whatcom,WA,Passenger,2558,905,3463,147759,151222,2.29
July 31 2018,Chelan,WA,Passenger,112,52,164,53571,53735,0.31
January 31 2021,Snohomish,WA,Truck,1,0,1,125650,125651,0.00
November 30 2019,Franklin,WA,Truck,0,0,0,19722,19722,0.00
August 31 2021,Washington,OR,Passenger,1,0,1,402,403,0.25
February 28 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
January 31 2018,Maui,HI,Passenger,1,0,1,66,67,1.49
November 30 2021,Pend Oreille,WA,Passenger,18,7,25,9154,9179,0.27
October 31 2017,District of Columbia,DC,Passenger,0,2,2,203,205,0.98
September 30 2023,Benton,WA,Truck,30,0,30,43123,43153,0.07
October 31 2018,Contra Costa,CA,Passenger,0,1,1,409,410,0.24
September 30 2022,Harnett,NC,Passenger,3,0,3,165,168,1.79
December 31 2018,Madison,ID,Passenger,1,0,1,33,34,2.94
July 31 2024,Allegheny,PA,Passenger,3,0,3,46,49,6.12
March 31 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
June 30 2024,St. Louis,MO,Passenger,1,0,1,45,46,2.17
March 31 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 29 2024,Pacific,WA,Passenger,100,100,200,15555,15755,1.27
October 31 2021,Grant,WA,Passenger,133,94,227,66770,66997,0.34
June 30 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
March 31 2023,Anne Arundel,MD,Passenger,3,3,6,316,322,1.86
October 31 2020,Harnett,NC,Passenger,1,0,1,200,201,0.50
June 30 2024,Skamania,WA,Passenger,153,51,204,7883,8087,2.52
February 28 2021,Franklin,WA,Passenger,91,86,177,61574,61751,0.29
February 28 2023,Duval,FL,Passenger,1,0,1,283,284,0.35
August 31 2021,Kitsap,WA,Truck,0,0,0,54310,54310,0.00
June 30 2017,Montgomery,PA,Passenger,1,0,1,39,40,2.50
November 30 2022,El Dorado,CA,Passenger,1,0,1,25,26,3.85
September 30 2019,Randolph,NC,Passenger,1,0,1,5,6,16.67
April 30 2018,Lewis,WA,Passenger,78,53,131,57359,57490,0.23
August 31 2021,Spokane,WA,Truck,0,0,0,102358,102358,0.00
March 31 2023,Spotsylvania,VA,Passenger,1,0,1,27,28,3.57
July 31 2021,Loudoun,VA,Passenger,1,0,1,75,76,1.32
July 31 2023,Loudoun,VA,Passenger,2,1,3,63,66,4.55
May 31 2024,Autauga,AL,Passenger,2,1,3,11,14,21.43
September 30 2024,Christian,MO,Passenger,0,1,1,7,8,12.50
May 31 2022,Howard,MD,Passenger,0,2,2,70,72,2.78
July 31 2023,Washington,MD,Passenger,1,0,1,14,15,6.67
September 30 2021,Juneau,AK,Passenger,0,1,1,33,34,2.94
April 30 2023,Grant,WA,Passenger,267,114,381,66784,67165,0.57
September 30 2019,Yakima,WA,Passenger,112,113,225,165604,165829,0.14
September 30 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
June 30 2017,San Juan,WA,Truck,0,0,0,5535,5535,0.00
November 30 2017,Douglas,WA,Truck,0,0,0,11701,11701,0.00
September 30 2023,New Castle,DE,Passenger,1,0,1,17,18,5.56
November 30 2020,Travis,TX,Passenger,3,1,4,190,194,2.06
November 30 2020,Grant,WA,Truck,0,0,0,27405,27405,0.00
November 30 2024,Nueces,TX,Passenger,2,1,3,36,39,7.69
January 31 2022,Jefferson,IL,Passenger,1,0,1,1,2,50.00
July 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
April 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
September 30 2020,Pierce,WA,Passenger,2562,1702,4264,553356,557620,0.76
February 29 2020,Ferry,WA,Passenger,5,2,7,4374,4381,0.16
May 31 2021,Wichita,TX,Passenger,1,0,1,41,42,2.38
December 31 2021,DuPage,IL,Passenger,3,1,4,56,60,6.67
August 31 2023,Adams,CO,Passenger,1,0,1,25,26,3.85
January 31 2017,Thurston,WA,Truck,0,0,0,53312,53312,0.00
April 30 2021,Salt Lake,UT,Passenger,1,1,2,203,205,0.98
February 28 2019,Benton,WA,Truck,0,0,0,41541,41541,0.00
September 30 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
August 31 2019,Chelan,WA,Passenger,165,70,235,54450,54685,0.43
March 31 2023,Penobscot,ME,Passenger,0,1,1,8,9,11.11
November 30 2022,King,WA,Passenger,46840,11993,58833,1337044,1395877,4.21
March 31 2020,Cumberland,NC,Passenger,1,2,3,490,493,0.61
October 31 2022,Hawaii,HI,Passenger,1,0,1,38,39,2.56
December 31 2019,Ferry,WA,Truck,0,0,0,3580,3580,0.00
December 31 2017,District of Columbia,DC,Passenger,0,2,2,199,201,1.00
December 31 2019,Jefferson,WA,Passenger,217,134,351,25169,25520,1.38
August 31 2017,Jefferson,WA,Truck,0,0,0,9424,9424,0.00
July 31 2022,Maui,HI,Passenger,1,0,1,24,25,4.00
March 31 2021,Walla Walla,WA,Passenger,106,72,178,36250,36428,0.49
October 31 2017,Benton,WA,Passenger,164,154,318,129377,129695,0.25
June 30 2019,Skamania,WA,Passenger,23,18,41,8716,8757,0.47
April 30 2024,Riverside,CA,Passenger,6,0,6,371,377,1.59
December 31 2021,Montgomery,MD,Passenger,3,2,5,222,227,2.20
February 28 2019,Dakota,MN,Passenger,0,2,2,35,37,5.41
October 31 2021,Sacramento,CA,Passenger,2,1,3,260,263,1.14
July 31 2024,Montgomery,OH,Passenger,0,1,1,37,38,2.63
November 30 2020,Rockingham,NH,Passenger,1,0,1,25,26,3.85
May 31 2023,Tooele,UT,Passenger,1,0,1,13,14,7.14
September 30 2019,Clallam,WA,Truck,1,0,1,21835,21836,0.00
April 30 2022,Lewis,WA,Truck,0,0,0,26420,26420,0.00
April 30 2017,Franklin,WA,Truck,0,0,0,17989,17989,0.00
April 30 2022,Benton,WA,Truck,1,0,1,43553,43554,0.00
October 31 2020,San Francisco,CA,Passenger,1,2,3,99,102,2.94
June 30 2018,Mason,WA,Truck,0,0,0,19948,19948,0.00
September 30 2021,DuPage,IL,Passenger,3,1,4,60,64,6.25
June 30 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
January 31 2019,Chelan,WA,Truck,0,0,0,22098,22098,0.00
July 31 2021,Broward,FL,Passenger,2,0,2,120,122,1.64
June 30 2022,Tom Green,TX,Passenger,0,1,1,22,23,4.35
January 31 2018,Lewis,WA,Truck,0,0,0,25328,25328,0.00
July 31 2019,Island,WA,Truck,0,0,0,21297,21297,0.00
May 31 2021,San Mateo,CA,Passenger,2,0,2,123,125,1.60
February 28 2021,Dallas,TX,Passenger,1,0,1,186,187,0.53
November 30 2023,Coryell,TX,Passenger,1,0,1,65,66,1.52
October 31 2019,Manassas,VA,Passenger,0,1,1,7,8,12.50
August 31 2019,Frederick,MD,Passenger,1,1,2,76,78,2.56
July 31 2023,Lake,IN,Passenger,0,1,1,8,9,11.11
August 31 2022,Clark,WA,Passenger,4326,1849,6175,314947,321122,1.92
November 30 2021,Tarrant,TX,Passenger,3,0,3,154,157,1.91
April 30 2024,Kitsap,WA,Truck,135,0,135,51630,51765,0.26
August 31 2019,Mason,WA,Truck,0,0,0,20404,20404,0.00
October 31 2023,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
September 30 2022,Williamson,TX,Passenger,0,2,2,95,97,2.06
September 30 2021,Lexington,SC,Passenger,1,0,1,29,30,3.33
December 31 2018,Chelan,WA,Passenger,140,61,201,54134,54335,0.37
January 31 2021,Skamania,WA,Passenger,34,23,57,8328,8385,0.68
May 31 2024,Douglas,WA,Passenger,286,92,378,28980,29358,1.29
March 31 2022,Maricopa,AZ,Passenger,14,4,18,1212,1230,1.46
February 28 2017,Lane,OR,Passenger,0,1,1,261,262,0.38
February 28 2022,Clark,NV,Passenger,8,3,11,636,647,1.70
March 31 2021,Tulsa,OK,Passenger,1,0,1,56,57,1.75
September 30 2024,Multnomah,OR,Passenger,1,1,2,339,341,0.59
May 31 2023,Wayne,MI,Passenger,0,1,1,44,45,2.22
January 31 2023,Wake,NC,Passenger,3,0,3,102,105,2.86
September 30 2019,Montgomery,TX,Passenger,1,0,1,63,64,1.56
August 31 2023,Columbia,GA,Passenger,1,0,1,83,84,1.19
April 30 2023,Marion,IN,Passenger,1,0,1,36,37,2.70
July 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
November 30 2020,Calvert,MD,Passenger,0,2,2,86,88,2.27
August 31 2018,Douglas,WA,Truck,0,0,0,12025,12025,0.00
May 31 2021,Wahkiakum,WA,Truck,0,0,0,1796,1796,0.00
August 31 2023,Wahkiakum,WA,Truck,4,0,4,1767,1771,0.23
July 31 2021,Nueces,TX,Passenger,1,0,1,75,76,1.32
September 30 2020,Alexandria,VA,Passenger,3,0,3,134,137,2.19
October 31 2023,Goochland,VA,Passenger,3,2,5,67,72,6.94
November 30 2020,Albemarle,VA,Passenger,1,0,1,24,25,4.00
August 31 2019,Skagit,WA,Passenger,311,208,519,92277,92796,0.56
June 30 2024,Klickitat,WA,Passenger,214,84,298,15122,15420,1.93
July 31 2020,Garfield,WA,Passenger,0,1,1,1351,1352,0.07
February 28 2017,Norfolk,VA,Passenger,1,1,2,302,304,0.66
January 31 2023,Essex,MA,Passenger,2,0,2,17,19,10.53
March 31 2023,Pulaski,MO,Passenger,3,0,3,96,99,3.03
March 31 2024,Galveston,TX,Passenger,1,1,2,17,19,10.53
January 31 2021,Ferry,WA,Passenger,9,3,12,4343,4355,0.28
July 31 2022,Grant,WA,Truck,0,0,0,27939,27939,0.00
September 30 2018,Asotin,WA,Truck,0,0,0,6629,6629,0.00
November 30 2024,Bell,TX,Passenger,1,0,1,168,169,0.59
October 31 2022,Ventura,CA,Passenger,3,3,6,250,256,2.34
August 31 2019,Loudoun,VA,Passenger,1,0,1,95,96,1.04
November 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
May 31 2024,Whitman,WA,Passenger,227,129,356,21908,22264,1.60
November 30 2019,Pacific,WA,Truck,0,0,0,7734,7734,0.00
May 31 2019,Wahkiakum,WA,Truck,0,0,0,1743,1743,0.00
May 31 2021,DuPage,IL,Passenger,3,1,4,58,62,6.45
December 31 2017,Latah,ID,Passenger,0,1,1,81,82,1.22
October 31 2021,Allegheny,PA,Passenger,2,1,3,74,77,3.90
April 30 2019,Carson City,NV,Passenger,1,0,1,14,15,6.67
July 31 2017,Benton,WA,Passenger,155,148,303,128640,128943,0.23
December 31 2023,Washoe,NV,Passenger,3,0,3,52,55,5.45
August 31 2024,Santa Clara,CA,Passenger,11,3,14,146,160,8.75
July 31 2017,Orange,FL,Passenger,1,1,2,132,134,1.49
November 30 2018,Beaufort,SC,Passenger,1,0,1,38,39,2.56
October 31 2022,Frederick,MD,Passenger,1,0,1,61,62,1.61
October 31 2021,Clark,WA,Passenger,3241,1509,4750,320732,325482,1.46
June 30 2021,Pend Oreille,WA,Passenger,14,7,21,9256,9277,0.23
May 31 2024,Virginia Beach,VA,Passenger,3,3,6,417,423,1.42
September 30 2020,Douglas,NE,Passenger,0,1,1,56,57,1.75
July 31 2023,Sacramento,CA,Passenger,3,1,4,187,191,2.09
April 30 2023,Norfolk,VA,Passenger,2,2,4,278,282,1.42
April 30 2021,Klamath,OR,Passenger,1,0,1,36,37,2.70
November 30 2019,Cameron,TX,Passenger,1,0,1,29,30,3.33
August 31 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
June 30 2019,Pierce,WA,Truck,0,0,0,139730,139730,0.00
February 28 2018,Nueces,TX,Passenger,1,1,2,96,98,2.04
March 31 2022,Gwinnett,GA,Passenger,1,0,1,64,65,1.54
September 30 2022,Virginia Beach,VA,Passenger,1,1,2,528,530,0.38
March 31 2022,Essex,NJ,Passenger,2,0,2,13,15,13.33
December 31 2022,Cumberland,NC,Passenger,1,4,5,360,365,1.37
July 31 2022,Berkeley,SC,Passenger,0,1,1,135,136,0.74
January 31 2019,Cowlitz,WA,Truck,0,0,0,28721,28721,0.00
July 31 2023,Cook,IL,Passenger,2,1,3,174,177,1.69
March 31 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
November 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2021,Ulster,NY,Passenger,1,0,1,12,13,7.69
April 30 2021,Palm Beach,FL,Passenger,1,1,2,80,82,2.44
June 30 2023,Douglas,WA,Passenger,208,63,271,28763,29034,0.93
February 28 2017,Skamania,WA,Passenger,7,7,14,8538,8552,0.16
October 31 2017,Clallam,WA,Passenger,96,83,179,48719,48898,0.37
August 31 2021,Fairfax,VA,Passenger,6,3,9,710,719,1.25
October 31 2024,Bexar,TX,Passenger,3,3,6,285,291,2.06
August 31 2020,Island,WA,Truck,1,0,1,21196,21197,0.00
March 31 2018,Washtenaw,MI,Passenger,1,0,1,39,40,2.50
January 31 2021,Montgomery,TX,Passenger,1,0,1,53,54,1.85
January 31 2021,Rockingham,NH,Passenger,1,0,1,25,26,3.85
January 31 2017,Prince George's,MD,Passenger,0,1,1,190,191,0.52
July 31 2024,Escambia,FL,Passenger,0,1,1,106,107,0.93
August 31 2024,Williamson,TX,Passenger,1,0,1,44,45,2.22
June 30 2018,Columbia,WA,Truck,0,0,0,1527,1527,0.00
November 30 2023,Hennepin,MN,Passenger,1,0,1,38,39,2.56
March 31 2022,Rogers,OK,Passenger,1,0,1,8,9,11.11
April 30 2022,Douglas,WA,Passenger,126,57,183,28506,28689,0.64
January 31 2024,Autauga,AL,Passenger,2,0,2,10,12,16.67
January 31 2020,Sacramento,CA,Passenger,1,1,2,306,308,0.65
September 30 2017,Cobb,GA,Passenger,0,1,1,71,72,1.39
July 31 2020,Penobscot,ME,Passenger,0,2,2,15,17,11.76
December 31 2023,Kitsap,WA,Passenger,3934,1508,5442,175087,180529,3.01
January 31 2022,Kittitas,WA,Truck,0,0,0,14768,14768,0.00
September 30 2023,Mason,WA,Truck,16,0,16,20597,20613,0.08
April 30 2020,Los Angeles,CA,Passenger,6,11,17,1055,1072,1.59
July 31 2023,Richland,SC,Passenger,0,1,1,113,114,0.88
January 31 2022,Wake,NC,Passenger,1,0,1,133,134,0.75
June 30 2020,Collier,FL,Passenger,1,0,1,22,23,4.35
November 30 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
November 30 2021,Cumberland,NC,Passenger,1,4,5,416,421,1.19
August 31 2019,Grant,WA,Truck,0,0,0,26733,26733,0.00
March 31 2021,Cumberland,NC,Passenger,1,2,3,448,451,0.67
August 31 2024,Goochland,VA,Passenger,2,0,2,30,32,6.25
December 31 2019,Harnett,NC,Passenger,1,1,2,212,214,0.93
December 31 2021,Yavapai,AZ,Passenger,0,1,1,41,42,2.38
September 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
May 31 2018,Grays Harbor,WA,Truck,0,0,0,20176,20176,0.00
April 30 2018,Williamson,TX,Passenger,0,1,1,169,170,0.59
February 28 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
November 30 2021,Lewis,WA,Passenger,196,165,361,59577,59938,0.60
January 31 2023,Franklin,WA,Passenger,262,124,386,61752,62138,0.62
January 31 2018,Grant,WA,Passenger,29,36,65,62281,62346,0.10
November 30 2020,Pierce,WA,Truck,0,0,0,144418,144418,0.00
January 31 2023,Clallam,WA,Truck,9,0,9,21833,21842,0.04
July 31 2017,Kitsap,WA,Truck,1,0,1,52511,52512,0.00
July 31 2021,Stafford,VA,Passenger,2,1,3,108,111,2.70
April 30 2017,Spokane,WA,Truck,1,0,1,90252,90253,0.00
October 31 2023,Nueces,TX,Passenger,0,1,1,57,58,1.72
May 31 2019,Guadalupe,TX,Passenger,1,0,1,79,80,1.25
October 31 2019,Cascade,MT,Passenger,0,1,1,64,65,1.54
April 30 2020,Ada,ID,Passenger,0,1,1,308,309,0.32
June 30 2021,Franklin,OH,Passenger,1,0,1,74,75,1.33
January 31 2022,Essex,MA,Passenger,1,0,1,20,21,4.76
May 31 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
March 31 2019,Pierce,WA,Passenger,1635,1450,3085,539131,542216,0.57
June 30 2017,Okanogan,WA,Passenger,4,17,21,25700,25721,0.08
February 29 2024,Howard,MD,Passenger,0,2,2,60,62,3.23
June 30 2021,Fresno,CA,Passenger,1,0,1,196,197,0.51
November 30 2019,Dakota,MN,Passenger,0,1,1,33,34,2.94
March 31 2024,Carroll,MD,Passenger,0,1,1,16,17,5.88
April 30 2019,Muskogee,OK,Passenger,0,1,1,2,3,33.33
October 31 2017,Bexar,TX,Passenger,1,1,2,834,836,0.24
October 31 2024,Grant,WA,Passenger,512,223,735,66786,67521,1.09
July 31 2023,San Diego,CA,Passenger,20,7,27,2221,2248,1.20
June 30 2022,Adams,WA,Truck,1,0,1,5467,5468,0.02
April 30 2023,San Joaquin,CA,Passenger,0,1,1,93,94,1.06
April 30 2024,Walla Walla,WA,Truck,12,0,12,13643,13655,0.09
October 31 2024,Charles,MD,Passenger,2,1,3,41,44,6.82
December 31 2023,Cowlitz,WA,Truck,13,0,13,27927,27940,0.05
March 31 2017,DeKalb,GA,Passenger,1,0,1,85,86,1.16
July 31 2021,Wilson,TX,Passenger,0,1,1,4,5,20.00
October 31 2018,Benton,WA,Truck,0,0,0,41420,41420,0.00
September 30 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
June 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
July 31 2023,Pierce,WA,Passenger,7857,2826,10683,528296,538979,1.98
July 31 2022,Skamania,WA,Passenger,76,47,123,8131,8254,1.49
August 31 2020,Penobscot,ME,Passenger,0,2,2,15,17,11.76
February 28 2023,Lewis,WA,Passenger,290,191,481,59648,60129,0.80
March 31 2022,Riverside,CA,Passenger,9,0,9,532,541,1.66
December 31 2022,Salt Lake,UT,Passenger,2,1,3,152,155,1.94
May 31 2020,Spartanburg,SC,Passenger,0,1,1,52,53,1.89
February 28 2018,Palm Beach,FL,Passenger,0,2,2,89,91,2.20
February 29 2024,Moore,NC,Passenger,0,1,1,109,110,0.91
June 30 2021,Kittitas,WA,Truck,0,0,0,14782,14782,0.00
March 31 2024,Grant,WA,Truck,21,0,21,28055,28076,0.07
November 30 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
August 31 2021,Cameron,TX,Passenger,1,0,1,22,23,4.35
May 31 2023,Horry,SC,Passenger,1,0,1,13,14,7.14
February 28 2019,Stevens,WA,Passenger,19,28,47,31711,31758,0.15
November 30 2020,Pima,AZ,Passenger,3,1,4,368,372,1.08
September 30 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
November 30 2022,Alameda,CA,Passenger,7,2,9,206,215,4.19
January 31 2023,Fulton,GA,Passenger,1,1,2,74,76,2.63
June 30 2019,Mercer,NJ,Passenger,0,1,1,16,17,5.88
September 30 2019,Cochise,AZ,Passenger,0,1,1,105,106,0.94
November 30 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
December 31 2017,New Haven,CT,Passenger,0,1,1,55,56,1.79
February 29 2020,Alameda,CA,Passenger,3,1,4,301,305,1.31
April 30 2019,Grays Harbor,WA,Truck,0,0,0,20390,20390,0.00
November 30 2021,Lewis,WA,Truck,0,0,0,26703,26703,0.00
September 30 2021,Stevens,WA,Truck,0,0,0,18872,18872,0.00
October 31 2017,Spokane,WA,Passenger,286,235,521,298821,299342,0.17
December 31 2020,San Juan,WA,Truck,0,0,0,5870,5870,0.00
October 31 2023,King,WA,Passenger,66223,16127,82350,1318164,1400514,5.88
January 31 2021,Howard,MD,Passenger,0,1,1,75,76,1.32
November 30 2021,St. Louis,MO,Passenger,1,0,1,77,78,1.28
April 30 2018,Orleans,LA,Passenger,0,1,1,46,47,2.13
March 31 2023,Alameda,CA,Passenger,7,1,8,200,208,3.85
September 30 2022,Jackson,OK,Passenger,0,1,1,37,38,2.63
May 31 2024,Marin,CA,Passenger,2,1,3,31,34,8.82
September 30 2022,Penobscot,ME,Passenger,0,2,2,9,11,18.18
May 31 2023,Penobscot,ME,Passenger,0,1,1,6,7,14.29
December 31 2023,Hawaii,HI,Passenger,1,0,1,30,31,3.23
June 30 2018,San Juan,WA,Passenger,145,61,206,14062,14268,1.44
March 31 2017,Pierce,WA,Truck,0,0,0,138131,138131,0.00
October 31 2019,Mason,WA,Truck,0,0,0,20458,20458,0.00
October 31 2023,Thurston,WA,Passenger,3586,1322,4908,189332,194240,2.53
October 31 2017,Okanogan,WA,Truck,0,0,0,16242,16242,0.00
March 31 2020,Kitsap,WA,Truck,1,0,1,54188,54189,0.00
August 31 2021,Lewis,WA,Truck,0,0,0,26734,26734,0.00
January 31 2022,Stafford,VA,Passenger,2,1,3,101,104,2.88
December 31 2019,Riverside,CA,Passenger,5,1,6,661,667,0.90
September 30 2018,Clay,FL,Passenger,0,1,1,90,91,1.10
March 31 2022,Palm Beach,FL,Passenger,1,1,2,59,61,3.28
June 30 2018,Nueces,TX,Passenger,1,1,2,89,91,2.20
February 28 2017,DeKalb,GA,Passenger,1,0,1,85,86,1.16
September 30 2024,Douglas,CO,Passenger,0,1,1,37,38,2.63
April 30 2022,Alexandria,VA,Passenger,4,0,4,115,119,3.36
June 30 2020,Sarasota,FL,Passenger,2,0,2,40,42,4.76
November 30 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
December 31 2017,Ferry,WA,Truck,0,0,0,3523,3523,0.00
April 30 2021,Multnomah,OR,Passenger,3,5,8,709,717,1.12
September 30 2019,Pend Oreille,WA,Truck,0,0,0,5709,5709,0.00
October 31 2024,Prince George,VA,Passenger,2,0,2,39,41,4.88
May 31 2021,Prince William,VA,Passenger,1,3,4,223,227,1.76
October 31 2020,Klickitat,WA,Passenger,59,44,103,14996,15099,0.68
June 30 2023,Onslow,NC,Passenger,0,1,1,143,144,0.69
September 30 2021,New Haven,CT,Passenger,0,2,2,31,33,6.06
March 31 2023,Pima,AZ,Passenger,1,0,1,237,238,0.42
May 31 2023,Mohave,AZ,Passenger,1,0,1,44,45,2.22
October 31 2019,Polk,FL,Passenger,1,0,1,78,79,1.27
May 31 2023,Charles,MD,Passenger,1,1,2,54,56,3.57
September 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
May 31 2023,Walla Walla,WA,Truck,5,0,5,13751,13756,0.04
July 31 2023,Island,WA,Passenger,1110,440,1550,60693,62243,2.49
July 31 2019,Wahkiakum,WA,Passenger,2,2,4,3006,3010,0.13
February 28 2021,Orange,FL,Passenger,2,0,2,118,120,1.67
January 31 2022,Columbia,WA,Truck,0,0,0,1555,1555,0.00
February 28 2022,Pinellas,FL,Passenger,0,1,1,98,99,1.01
July 31 2018,Kitsap,WA,Truck,1,0,1,53373,53374,0.00
May 31 2021,Norfolk,VA,Passenger,2,3,5,318,323,1.55
December 31 2017,San Juan,WA,Truck,0,0,0,5603,5603,0.00
February 28 2023,Burlington,NJ,Passenger,2,2,4,92,96,4.17
June 30 2018,Collin,TX,Passenger,1,0,1,171,172,0.58
November 30 2019,Sacramento,CA,Passenger,0,1,1,312,313,0.32
March 31 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
February 29 2024,DuPage,IL,Passenger,3,1,4,32,36,11.11
March 31 2024,Essex,NJ,Passenger,2,1,3,7,10,30.00
December 31 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
June 30 2024,Pettis,MO,Passenger,1,0,1,4,5,20.00
April 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
October 31 2019,Columbia,WA,Passenger,3,2,5,2436,2441,0.20
September 30 2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11
October 31 2020,Spokane,WA,Truck,0,0,0,100147,100147,0.00
November 30 2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
June 30 2024,Solano,CA,Passenger,5,0,5,134,139,3.60
July 31 2023,Walla Walla,WA,Truck,6,0,6,13664,13670,0.04
January 31 2017,Prince William,VA,Passenger,0,4,4,281,285,1.40
July 31 2022,Yakima,WA,Passenger,353,197,550,166494,167044,0.33
March 31 2021,Stevens,WA,Truck,0,0,0,18783,18783,0.00
